id,split,label,pred_label,score_ai,text_len_chars,domain,model_family,model,text
ai_396a28d5d8a45855,test,1,0,0.03003599,288,情感,gemini,gemini-2.0,"标题：Emmm...关于安全感这玩意儿
正文：也不知道是不是天生的，我就是那种...超级没安全感的人。明明朋友圈人还挺多，但是晚上躺在床上，还是会觉得空落落的。别人对我好一点，我第一反应不是开心，而是害怕，害怕ta是不是有什么目的，或者害怕自己还不起这个人情。就很社恐，又很渴望被爱，但真有人想走进我心里，我又本能地往后退，感觉好麻烦啊啊啊。真的好想谈恋爱，但是又害怕受伤，就一直这样别扭着。可能这就是传说中的间歇性emo，持续性摆烂吧？唉，大概只有我自己知道，我其实很渴望一段真挚的感情，但又不敢相信自己能拥有。
#安全感缺失[话题]##emo日常[话题]##恋爱脑[话题]"
ai_2534fa2d2aeeb3e0,test,1,0,0.00043619314,618,美食,glm,glm-3,"标题：郑州探店☞踩雷的日料店(海天一色) 也是被朋友安利来的，宣传视频拍的跟海景一样，我去的时候感觉像在地下室[失望R][失望R]
正文：到底是因为下雨呢还是因为我呢[害羞R][害羞R][飞吻R] 一进门呢全是小姐姐[哇R][哇R]而且颜值都很高装修是日式风，连筷子都好有特色[笑哭R][笑哭R] 总消费:280 人数:2人 推荐指数:⭐(是给颜值和环境打的[惊恐R]) 1.三文鱼刺身 68元 其实这个价位在日料店是不贵的，他家的三文鱼也是蛮新鲜的，可惜就是在于摆盘了，我当时要的是双人份，摆盘有点随意，看起来像菜市场刚拿来的[叹气R]有想过让他换一份，可惜服务员态度一般，算了 2、天妇罗 低下的"
ai_1eddd72d109803e0,test,1,0,0.020421114,229,穿搭,gpt,gpt-o4,"标题：春日森系仙女妆
正文：春风拂面，花瓣飘落～少女心＋森系感完美mix❀ 轻奢新中式秀禾造型，围绕浅粉白底妆设计✨粉嫩腮红🍑水光唇，元气满满又减龄～整体look灵动仙气又带点小俏皮⁄⁄⁄
倾国倾城，一颦一笑皆是风情；鬓边轻簪花朵流苏，秀发自然垂落，尽显婉约气质

济南新娘妆·跟妆·化妆师·彩妆造型
青岛新娘妆·跟妆·化妆师·彩妆造型
潍坊新娘妆·跟妆·化妆师·彩妆造型
烟台新娘妆·跟妆·化妆师·彩妆造型
临沂新娘妆·跟妆·化妆师·彩妆造型

@小优化妆"
ai_237c16cb65fe9348,test,1,0,0.0119620785,511,职场,glm,glm-3,"标题：销售业绩差？试试这8个方法！
正文：1、持续跟进是关键：客户购买前可能需要多次接触，1%的销量在电话中完成，2%在首次接触后，3%在首次跟进后，5%在第二次跟进后，10%在第三次跟进后，而80%的销量是在第4至11次跟进后完成！

2、成为客户的顾问：一流销售员——提供解决方案；二流销售员——提供服务；三流销售员——卖产品；四流销售员——拼价格。记住，这不仅是技巧，更是态度。

3、理解客户需求：客户走进店门，我们要走进他们的心里。老客户要真诚，新客户要热情，急客户要快，大客户要专业，小客户要实惠。

4、销售不是对立：真正的销售没有买卖之分，只有帮助。把客户当朋友，对方自然会觉得欠你人"
ai_1f89539f65648d03,test,1,0,0.05805092,261,职场,gpt,gpt-o3,"标题：客户X再创佳绩，成功获维州190州担保！
正文：恭喜客户X顺利通过审查拿到维州190州担保！客户X作为护理专业RN（Aged Care），在2020-21财年最后一轮申请中脱颖而出，递交材料不到两个月就收到了邀请，效率真心让人惊叹！近期维州ROI通道已打开，如果你属于STEMM专业并且在指定target sector内工作，都可以开始着手递交190/491申请。有意向的朋友赶紧联系我，多一点咨询多一分保障哦～记得点个赞、收藏和分享关注！更多关于澳洲留学移民、澳洲商业移民、澳洲配偶签证等资讯，欢迎戳首页了解更多~"
ai_bf9e86de0440a329,test,1,0,0.44931695,344,美食,anthropic,claude-sonnet-4,"标题：今年中秋我选择了这款颜值爆表的月饼礼盒✨
正文：又到了一年一度的中秋节啦～ 从小到大最期待的就是这个时候 可以名正言顺地狂吃月饼哈哈哈 今年看中了朕的心意·故宫食品的这款月饼礼盒 包装真的太美了叭！ 我入手的是六角盒装 灵感取自紫禁城的建筑美学 那个金黄色配上深邃的宫廷红 满满的皇家气质 拿来送人特别有面子 月饼口味也很丰富诶 有经典的广式月饼还有精致的京式月饼 广式的五仁金腿和红豆沙味道超正宗 那种传统的甜腻感让人一下子回到小时候 京式的玫瑰细沙和枣泥核桃也是我的爱 特别是枣泥核桃 甜度刚好不会腻 而且核桃颗粒感很足 口感层次很丰富 真的是越嚼越香～ 今年的中秋有这样精美的月饼陪伴 感"
ai_2f05c5565024db54,test,1,0,7.9560414e-05,527,情感,glm,glm-3,"标题：林噙霜出嫁记
正文：不知是老太太的话起了作用还是林噙霜的性子被磨平了，剩下的日子里她倒是安安分分的绣嫁衣，学习管家之术。十月的泉州稻谷飘香，温暖湿润，少了几分炽热，多了些凉爽。尤家的人伴着秋风，抬着聘礼晃晃悠悠的到了盛府。华兰见到了那尤三郎，相貌身材只能算是中人之姿，不过确是个安分守己，谨慎明理的，对于林噙霜也是良缘佳配了。林噙霜看着尤三郎那张平平无奇的脸和不争不抢的性子就气不打一处来，她自是不满意这桩婚事的，与她见过的盛家和勇毅侯府相比，尤家相去甚远。可已事到临头，她不嫁去尤家是不可能的了。她脸色铁青，态度敷衍，只瞧见尤家琳琅满目的几十箱聘礼后才有了笑模样。尤三郎瞧见林噙霜如花似玉的容"
ai_429eabaa7a2b9b1a,test,1,0,0.02578282,710,健康,glm,glm-3,"标题：不爱吃蔬菜的姐妹看过来！这碗南瓜意面绝了！
正文：不爱吃蔬菜怎么办？试试用南瓜做的奶油意面吧！[色色R]含有300g南瓜的意面！关键是你根本尝不出南瓜的味道。奶油质地的意面却不含奶油！95%的酱汁都是南瓜，所以热量也非常低！[赞R]
——————————————————
所需食材：
300g南瓜
1/2tsp海盐
黑胡椒
1tsp香草混合香料
100g全麦意面
10g橄榄油
罗勒叶
——————————————————
关于香草混合香料：
- 我买的是各种香料的混合，一瓶里面有红辣椒，牛至，百里香、罗勒，迷迭香、欧芹。
（帕姐用的是：马郁兰，迷迭香，洋葱粉，百里香，罗勒，牛至，辣椒粉，蒜"
ai_aff342e8da4beaf9,test,1,0,0.0029492527,234,情感,glm,glm-3,"标题：旅行中的小插曲
正文：后续来啦 早上我在酒店问她昨晚拍的照片，她支支吾吾说了一句没拍 我也没好让她把手机打开我看 然后我说你昨晚把我吓惨了 她打哈哈说觉得我睡觉很好笑所以想拍下来(不知道是不是真的)因为要赶行程 所以我俩就跳过这个话题了。我晕车在路上她也挺照顾我的 平时玩得也还不错。 不过昨晚她被发现之后 今天好像很尴尬 状态不是很好 anyway今天下午就回学校了 也不想纠结这件事了 在心里已经把她拉黑 以后我会多长个心 不会和她再单独出来 谢谢大家的关心"
ai_d4f313d07add0960,test,1,0,0.0021459123,97,情感,glm,glm-3,"标题：我承认我飘了，因为我们在一起了
正文：我承认我飘了，因为我们在一起了。明天早上是最后一科考试，然后他今天晚上跟我表白了。嗯正式的表白要从花开始，其实还没有算答应他。宝子们想不想看约会日常呀"
ai_5512e3823b42a5f2,test,1,0,0.005976809,168,情感,glm,glm-3,"标题：最舒服的陪伴，不一定非得是恋人
正文：最舒服的陪伴，不一定非得是恋人。是遇到一个能聊得来的人，我分享我的日常，你愿意听，你忙的时候不回也没关系，有空了再认真回复，彼此都懂的那种。偶尔互相调侃一下，可逗、可暖、可疯，你一句，我一句，断断续续，轻轻淡淡。不担心打扰到对方，不担心自己被忽略。不方便的时候不强迫联系，没有隐瞒，坦坦荡荡。"
ai_a0cfdfe4d7d86ab3,test,1,0,0.103448965,268,情感,deepseek,deepseek-r1-250528,"标题：每日分享
正文：『每日分享』人生知足便是福，知足者常乐矣。得到的勿狂喜，失去的莫哀愁。牵挂太多了，幸福就稀薄了，看开了，一切反而晴朗。固执无非包袱，甚至一道伤，算来算去绊住脚，迷失久了只留苦涩。放手不是懦弱而是智慧之心拥抱生活。心美世界便美 心态佳缘份自来。因为能谅解别人；心态佳事业亨通因为心大；心态佳日子轻松因为懂舍弃。脾气别比能耐大，真本事的人最温柔。好心态者无处不圆满。它能挖出你最大潜力，成就你最强资本。

出镜：@心晴
摄影：@浮生视角 📷

#乐观心态 #人生哲理 #幸福小日子 #正能量语录 #心灵成长 #每日小记"
ai_e7c6e41b6cc3d63a,test,1,0,0.048178196,316,穿搭,glm,glm-3,"标题：周末和闺蜜逛新开饰品店，简直不要太开心！
正文：周末和闺蜜一起逛万象城，看到一家新开的饰品店门口排满了人 门口挂着好多明星的海报 我迷的明星的粉丝闺蜜立马拉着我冲进去买买买 －－ ▪️饰品种类超多 耳饰、项链、手链、戒指全都有 每个种类都有上千种款式 直接看花了眼 ▫️饰品价格 饰品价格从20-150元不等 加入会员还可以打六折‼️ 包包、发箍 价格80-300元左右 不过折扣下来还是便宜呢 ▪️款式超时尚 明星代言的 各种单品都符合年轻人的审美 闺蜜买了一堆同款 －－ 星星饰品屋 万象城购物中心2楼 @薯队长 @潮流情报站 成都新开饰品店|成都星星饰品屋开业了|成都探店|成都平价饰品店"
ai_2044aba18034c106,test,1,0,0.00114152,264,职场,glm,glm-3,"标题：奶茶加盟到底值不值得？纠结了好久
正文：最近被一个亲戚的朋友问能不能加盟奶茶店，说被那个茶颜悦色，一点点，喜茶的广告洗脑了，一直念叨那个味道，问我这行内人能不能加盟，算了一下加盟费+租金+装修+杂七杂八费用，前期三个月就要投资二十多万，没想到费用会这么高，最近出去逛街，又看到一条街上动不动就茶颜悦色，一点点，喜茶，一溜好几家，都是品牌，生意也不是都一直有人在买，看的自己好纠结，现在人们喝奶茶好像又很认品牌。到底是建议人家加盟还是不加盟，毕竟几十万，还有人家对自己是行内人的信任，有对连锁这行业比较了解的友们给个建议吧。"
ai_15ee8e921b147ba5,test,1,0,0.001570188,506,学习,gpt,gpt-4o,"标题：春节假期，准备会计考试的日子
正文：【Day 1】34岁考CPA，春节假期抓紧复习
在职学习，每天挤出时间实在太不容易了，春节这9天假期，我决定全力以赴，每天争取有6小时的学习时间，剩下的时间就留给自己了。
✨✨✨
当晚温习笔记
昨晚回家后，陪老公一起收看《山海经》，我居然没发现他长得那么帅，惊喜呀哈哈。他准备上洗手间的时候看到我在看书，调侃我又在学习，我赶紧回应，抓紧这宝贵的时间，利用他洗澡的那段时间复习白天学过的知识，学习、总结、反思，一气呵成。
✨✨✨
年味需要自己维护
今年是老公第一次不跟家人一起过年，我问他会不会觉得空虚，结果他理解成了我在考他的问题，哈哈，真是求生欲满满！而我"
ai_791f2a5e026ab318,test,1,0,0.016087303,436,宠物,gpt,gpt-o4,"标题：萌宠急救｜教你分清胰腺炎和普通拉稀
正文：【症状好不好？】
普通拉稀：一天拉好几回水便，狗子精神大多不受影响
胰腺炎：突发高烧、食欲全无、反复剧烈呕吐、拉稀可能带血丝，常常懒洋洋不愿动，腹部疼（不停哀嚎或蜷缩），严重的会虚脱休克

【病因大不同】
普通拉稀：细菌/寄生虫、吃过期或变质食物、毛发塑料异物、食物过敏
胰腺炎：最常见的诱因是油腻/丰盛大餐＋肥胖体质；免疫力低的狗狗也更易发病。它多数与肠胃炎并发，长期反复可损伤胰岛素分泌，引发糖尿病❗️

【治疗拆分】
普通拉稀：断食12～24h＋补水，必要时家用止泻药（请遵医嘱）
急性胰腺炎：赶快去医院挂滴+消炎+止痛
慢性胰腺炎：炎症反复，可"
ai_59b62d846a6f5502,test,1,0,0.00065088336,436,情感,glm,glm-3,"标题：今天也是被朋友无语的一天
正文：今天又被我的冤种朋友于纯搞事情，他说要给我介绍对象？去去去什么破玩意儿

他只能是我的

“唉 晨曦婉要不要对象”

晨曦婉正走在回教室的路上就看到于纯的这一幕被吓到了，于纯抬着头注视着晨曦婉

“谁 又是谁爱上我了”

“晨曦婉你有病啊 这么自恋”

于纯还不忘给晨曦婉翻白眼确实被内涵到了

“就那个五班班草”

“？五班有班草？我怎么没听说过”

“你就说要不要 ”

“有比张极好看嘛”

“行行行 你脑子全是张极 恋爱脑”

说完就笑了笑走了，搞定

那边呢张极也被无语到了

“张极！”

是张泽禹晨曦婉的好哥们儿

“什么事”

“要不要对象”

"
ai_2df7b588cc107363,test,1,0,0.004104318,393,美食,anthropic,claude-3-7-sonnet,"标题：【粤江南 暖暖锅】夏天吃火锅才是真的爽！
正文：地址：243W+PQ Chatswood, New South Wales
价格：$35pp
推荐：鱼头豆腐煲 招牌牛肉 手打虾滑
Tips：周末去要早点

天气热反而更适合吃火锅 这不是来自我姥姥的传统吗哈哈

这家店没啥特别 就是各种煲和小火锅

鱼头豆腐煲真的特别鲜美 一上桌就香气扑鼻 汤底也超级好喝 直接可以喝完

锅底的话 有麻辣和清汤两种 我们选了鸳鸯 其实麻辣的也不是很辣 还挺温和的

招牌牛肉是必点 肉质新鲜 切的片也算均匀 不会太厚 涮个十几秒就可以吃了

最惊喜的是他家的手打虾滑 超级Q弹 一咬下去还会爆汁 完全不腥 超"
ai_a1f0ddd95265762f,test,1,0,0.024414478,505,旅行,deepseek,deepseek-r1-250120,"标题：北海道冬日白嫖攻略♨️雪地温泉+酒店倒赚攻略
正文：住宿爆款活动：【大雪祭专属券】 ❤️满5,500円立减4,500円再送1,500円クーポン ・预约时段：12/1〜3/31 ・入住时间：12/10〜3/20 花5,500円住酒店➖4,500=实付1,000円！还拿1,500円代金券！！四舍五入等于倒赚700日元！！！[哇R] ・ 交通神券：【JR北国周遊5日pass】 ❤️5天内全道自由席+特急券仅需10500円！！ ・贩售日期：12/15〜 ・兑换期限：乘车三天前截止(当天不可) ・有效期：12/20〜4/30 凭票租车打7折！在札幌药妆店还能95折～比用魔法还魔幻！！ ・ ❤️【人"
ai_6da0cef08164a134,test,1,0,0.0036885778,388,美食,glm,glm-3,"标题：贝果控又又又又来咯[派对R][派对R][派对R]
正文：抹茶控一整个爱住 ❗❗贝果体韧内软、越嚼越香，抹茶+奶油奶酪内馅儿香味浓郁，入囗丝滑，嗷嗷好吃到飞起😋😋
👉材料（4个）
高粉200g
糖15g
抹茶粉5g
盐2g
酵母2g
水130g
👉馅料
奶油奶酪150g
黄油30g
👉煮贝果的水
水1000ml
糖50g
👉制作过程
① 高粉➕糖➕盐➕酵母➕抹茶粉➕水搅拌成后膜分成4等份 醒发20分钟提前准备馅料 奶油奶酪➕加黄油拌匀
②取一个面团 擀开→包馅料→卷起→一头压扁两头连接捏紧（看一上图片操作）
③糖➕水煮至微微冒泡每面烫20秒烤箱上火220度下火190度20分钟
小tpi⚠️"
