id,split,label,pred_label,score_ai,text_len_chars,domain,model_family,model,text
human_a30987eeda211bf1,test,0,1,0.9822006,802,旅行,,,"标题：每周一山丨探访藏在葛仙山里的千年银杏树王
正文：从来银杏不负秋，最近户外徒步当然要去看银杏啦！
🦯本周我们选择了冷门小众景区葛仙山-冰川瀑布，
[种草R]据说这里有一棵2500年树龄的银杏树王，树冠高47米，需要8个成年人才能牵手合围，被当地人视为镇山之宝。
[汗颜R]不过枯水期一路上并没有看到什么瀑布，更没有冰川，个人盲猜是冰川作用形成的瀑布嘻嘻[偷笑R]
[太阳R]最后看到阳光下金黄灿烂的参天巨树伫立在绿色森林中，感觉非常值得！而且目测下周仍在最佳观赏期：银杏叶会更黄！
🎤这次还把双十一新买的无线K歌麦克风也带出来了，
在林子里吃着火锅唱着歌，别提多惬意了哈哈哈[大笑R]
—----"
human_cc7f86a1cdbf9af9,test,0,1,0.9993311,966,职场,,,"标题：通过《跃上高阶职场》看到了职场的真相🌟
正文：[萌萌哒R]Hello呀宝子们，图姐最近在追一个综艺叫《跃上高阶职场》，或许……有人也在追吗❓❗

今天特别想跟你们叭叭几句职场的事~

我发现我真是太喜欢里边的八月小姐姐了❗

最牛的就是她在台上的那句自我介绍：“我不是慢热，我只是冷漠而已”。这句话真的很难让大家对她的印象不深刻~[笑哭R]

有人说她是来整顿职场的，确实，她对工作、职场的一些看法，让人觉得她既真实、又带感。

我觉得最让人佩服的点在于，她并不是嘴炮型选手啊❗

比如她对待加班这件事的看法是：

「会按时完成工作，提升效率，避免无效加班[生气R]」

以及在听到客户第二天一"
human_6f6641f5e227653d,test,0,1,0.99452823,328,情感,,,"标题：啊啊啊啊！家人们！快来帮帮忙！追男人啦！
正文：呜呜呜呜呜UU们我之前在学校运动会认识他的，他参加了好多比赛项目，真的超级厉害，无数次在广播里听到他的名字！这学期开学还帮我搬了行李，他可能都不记得了，但是真的真的要激动死我了！这学期我要翻身奴隶把歌唱，我想冲了！！！要到了他的联系方式我就加了，还提前换了个头像，我以前是那种沙雕憨批的，被闺蜜骂了哈哈哈哈，要树立良好的人设，我换了个可爱的，加过等了好久都没有回应！我以为他不会同意了，昨天都是带着失望睡的，谁知道！今天竟然看见他同意了啊啊啊啊！激动死我了，我赶紧回了，啊啊啊啊UU们我的回答会不会好憨批啊，快来支支招[哭惹R][哭惹R]#我的恋"
human_6558a226e3326178,test,0,1,0.53112143,731,职场,,,"标题：油车or电车，我的选择及理由。
正文：开篇第一句话：任何脱离实际用车环境来谈选择的，都是耍流氓。 第二句话：本文所有用车主观客观因素，均代表我个人，如有不同，以你为准。 电车有硬伤，但我为什么还是选了电车，采用QA方式说明。 Q1：很多大城市，摇不到或拍不到油车指标，才选择电车？ A：手握沪牌大牌指标，依然选择电车，大牌已放租，每年收取租金全当年底分红。 Q2：电车充电找电桩不方便？ A：家里有桩。 Q3：冬季电车开热空调，续航打折？ A：家里有桩，续航再打折，费用也比油车便宜。 Q4：电车自驾游，高速公路上补电，排队4小时充电1小时？ A：土生土长上海人，没有过年回老家的需求，使用环境"
human_c4a7456504796e0d,test,0,1,0.93953246,799,心理,,,"标题：作为已上岸事考前辈，不想你再走这些弯路！
正文：本人家在河南，上岸事业编一年，经常能在小红书刷到“事考求助”贴，也经常混迹在各个评论区，干脆今天就认真写一篇事考干货，希望对大家有所帮助[微笑R] ！ 1️⃣是否需要报班？ 不要报，一定不要报！❌为什么？我们经常刷到一些“焦虑文”，例如“我一个班一半都考上了”。假的！都是假的！真实情况是10个协议9个挂！ [汗颜R]现在线下班质量参差不齐，很多都是故意夸大宣传效果，大都是交了高昂学费，结果机构血赚几千，我的建议是笔试自己学，面试的话可以酌情报班。 2️⃣备考前的准备工作 想要考事业编，你要了解什么是事业编？事业编考什么？在哪里报名？选岗需要"
human_c0477ae919143fb6,test,0,1,0.99695945,883,心理,,,"标题：评论都在做实自己的内心，改变小妙招动起来
正文：一个人有抑郁症，家人和朋友都会受到感染，于是天天求医问药，担惊受怕，总是在压抑惶恐中度过，家里家外再无宁日。
心理的疾病最难排解，不是光靠劝说就可以开释的，更不是仅凭讲道理就可以讲明的。有的抑郁者很有学问，甚至是专家、教授，什么高深的理论都能谈得头头是道。但依然整日如惊弓之鸟，焦虑不安，知识似乎并没有给他太多的力量，反而成了捆绑他的绳索，学得越多，禁忌越多，顾虑越多，烦恼越多。
有的抑郁着总想哭，总感到心里有什么委屈，但又说不清。还有些人总想倾吐满腹的苦水，却总找不到可以倾吐的人，好像根本没人能够理解。
情志长期被压抑，难以宣泄，中医讲“气"
human_620ee0242cf26099,test,0,1,0.85862267,389,学习,,,"标题：敲黑板！分享高途公考学习心得啦
正文：听闻坊间传言，公考不是刷题就能通过的。作为一个过来人，今天就来说道说道。可以说，我的公考上岸之路离不开高途公考的帮助，得知被录取后我真的太感谢高途公考了！！
因为家庭关系，在我大四时就一直在关注国考、省考以及事业单位等，也做了一些题目，但真的决定要报名后，我和父母一致认为应该报个班学习。然后我就找到了高途公考，为了保障学习效果，我报了小班课，不得不说，高途公考还是非常可以的！
有全程1V1的答疑、就业分析指导、入学测评、报岗指导、学习档案、督学、模考点评以及个性化问题解决，就好像在我身边安排了一名老师，专门为我服务，感觉太爽啦！
除了一对一的服务，我"
human_52d9db4994574efc,test,0,1,0.9912004,214,美食,,,"标题：打工人の健康小零食~
正文：喜欢吃坚果~特别大杏仁！ 之前特别喜欢汤姆农场的蜂蜜黄油扁桃仁~ 现在出了芥末味的扁桃仁，真的超好吃~ 全智贤同款零食！ 芥末味恰恰好，正宗芥末风味但也不会太呛！ 扁桃仁大颗饱满，不会有什么不好的。也有一点蜂蜜的甜味，再加上芥末的“刺激”口感，配在一起简直是绝了！ 上头，完全停不下！一颗一颗越嚼越香~ 每天上班带一包，下午茶休闲来一包。 独立小包装，一盒12包，携带方便！配点美式咖啡也很赞~"
human_0f7633342cf9bf40,test,0,1,0.9937955,638,心理,,,"标题：2022提升认知的必读书籍，开启全新自我
正文：你可曾有过困惑，为啥付出了很多，却没有得到想要的回报？ 你可曾有过迷茫，到了三十而立的年纪，似乎却未找到人生的方向？ 你可曾有过质疑，理想与现实的区别和冲突之间，是继续坚守那道光，还是随波逐流，人云亦云？ 《认知驱动》给了一个答案——做一件对他人有利的事情，即利他主义。仔细想想自己的目标，有没有完全尽了一名老师，一名辅导员的职责？有没有不忘初心，保持着对学生的热爱和帮助？有没有，无论遇到任何问题困难，都有去倾听学生的声音，了解他们的想法？ 保持耐心，发挥复利的作用，用7年的时间去做好一件事。不要着急，不要焦虑，不要揠苗助长。教育是慢的工作，"
human_54d84526ab189e52,test,0,1,0.9989918,238,美食,,,"标题：夏日限定｜五丰臻我彩虹冰淇淋测评
正文：今日份夏日小☘️确幸来喽✔️ 五丰臻我✖️吾皇万睡竟然推出了联名款！这波诱惑让我怎能抵挡！ 这期就先来测评第一款【彩虹白桃口味】 ▫️ 先不说别的，光看这超高的颜值！已经完全俘获了我的心[爱心]～清新得配色，完美的诠释了“我就是夏天” ▫️ 三色的曲奇饼干碎包裹在粉嫩的脆皮表面～ 中间夹着白桃与海盐芝士双色爽冰淇淋 一口咬下去～幸福感满满！ ▫️ 价格：7.5元/支 颜值： 口味：✨ 性价比： 颜值派的小伙伴们，别犹豫～冲吖！"
human_5705f39114a0a35e,test,0,1,0.9576147,219,美食,,,"标题：Day40 你爱吃哪种水果子？
正文：1 苹果 2 桃 3 梨 4 香蕉 5 车前草 6 李子 7 杏子 8 油桃 9 猕猴桃 10 木瓜 11 芒果 12 无花果 13 椰子 14 牛油果 15 哈密瓜 16 蜜瓜 17 西瓜 18 菠萝 19 西柚 20 柠檬 21 青柠 22 桔子 23 柑橘 24 葡萄 25 樱桃 26 西梅 27 红枣 28 葡萄干 29 坚果 30 树莓 31 蓝莓 32 草莓 记得每日打卡哦～～～"
human_2ecac4f4d317c35b,test,0,1,0.99627054,444,美食,,,"标题：去南京旅游必买的手工糕团店爆赞
正文：去南京每次必买的一家糕团店，人气超火，不过还好我每次去不用排队！ ⭐️⭐️⭐️ 许阿姨糕团店⭐️⭐️⭐️ 地点:普华巷1号 交通:地铁大行宫出来走个几分钟就能到，地理位置还是蛮方便的！ ⏰营业时间:07:00-19:00 环境：苍蝇小馆，店面招牌还挺醒目的，基本外带，不过糕团包装的还挺严实，这点不错！ 服务：看着橱窗想吃啥买啥，买完当即打包付款！ 人均:20左右，具体看你怎么吃了！ 种草宝贝：❤️三色糕颜值很好，每次必买，微甜口感，入口软糯有嚼劲！ ❤️肉松青团和豆沙青团也是每次必点，里面的咸蛋黄肉松个头超大，一口咬开满满的幸福感，豆沙很香甜细腻！ "
human_e5a056f844f64b8b,test,0,1,0.981368,990,旅行,,,"标题：澳大利亚600旅游签证材料清单超全
正文：600旅游签证虽然没有什么申请门槛，但是在材料准备上也要尽量齐全到位，否则一不小心就会被拒签。小麦总结了申请澳大利亚600旅游签证的材料清单，希望对大家有帮助！ 个人材料（均需彩色扫描）： ▪️护照（个人材料页、底页以及所有贴有签证标签、盖有出入境章或有签字的护照页 ） ▪️身份证（正反面） ▪️照片 ▪️户口本（主页和家庭成员整本，空白页除外） ▪️54表(英文或者拼音填写，需要有见证人签字) 资金证明 ▪️银行流水：至少3个月，余额保持在5万以上，有常规的收入进账。 ▪️定存存单：5万人民币存款（建议至少3个月） 还可提供其他资金证明，如房产"
human_bd1326af64f87001,test,0,1,0.99911124,355,情感,,,"标题：这么甜的DR钻戒，男友也不会吝啬哦！
正文：姐妹们，最近嗑CP超想和你们安利一下我超爱的“年糕夫妇”！真的是太甜了，而且我家那位男友，还给我安排了他们同款的DR钻戒，激动激动~ 我嗑的“年糕夫妇”是朗朗和吉娜，自从看了这对CP的综艺，我就被他们爱情洗脑惹。钢请大师和钢琴女神的梦幻爱情故事，真的让我上头不要不要的。 让我最感动的是朗朗在吉娜生日上，为她送DR钻戒。我很喜欢DR钻戒的浪漫✅，一生一次的机会送给爱的人，这样会让女生觉得超有底气和安全感！ 男友知道我的喜欢DR钻戒这个小心思，居然也为我定制了专属的DR钻戒，还对我说你是我的DR，一辈子只认定你！ 我现在不仅嗑CP粉，我还是DR真爱"
human_14cfd363f94720fc,test,0,1,0.9907205,261,健康,,,"标题：探店|这间推拿店美到我想住里面！
正文：今天又是尝试人生第1次的1天~ 去的是一家推拿店，位置很好找。 手亦人•按摩SPA•推拿调理（石厦店） 地址：福田区石厦街石厦新村12栋201 营业时间：周一至周日 10:00-23:00 环境优美雅致，我超爱的装修风格!设计感很强，走道旁有一系列漂亮的景观植物，投影在地面的指示牌也很精致。 包间空间很大，干净卫生，体验感太棒了~ 给我们安排的两位技师手法非常专业，头、肩颈、四肢、后背都很仔细，四肢包括手指都会拉伸，力道适中，也会随时问我们要不要调整力度轻重，贴心又耐心!"
human_66e41b2389ab94d3,test,0,1,0.99688977,953,美食,,,"标题：【美食推荐】羊肉手抓饭，超详细讲解
正文：大家好，我是十一妈妈。天寒地冻，是不是都想来一口羊肉来暖一暖身体呢？今天给大家推荐一款老少咸宜的羊肉手抓饭，让你们吃在嘴里，暖在心里！ 准备材料： 羊肉一斤左右(我选择的是羊前腿那一部分，肉多，骨头少)； 一根胡萝卜 一个洋葱 一把葡萄干 两勺米 配料： 孜然粉 黑胡椒粉 食用油 盐 料酒 做法： 1⃣. 羊肉洗净后切成三乘三厘米左右大小，加入适量的料酒，孜然粉，黑胡椒，盐和油，拌匀后腌制半个小时左右。 2⃣. 两勺米洗净后，浸泡一个小时左右。 3⃣. 把胡萝卜切成小手指一样的大小，洋葱取四分之三切成条，还有葡萄干洗干净沥干水，备用。 4⃣. 锅"
human_4b908bd824a11207,test,0,1,0.9991749,1040,职场,,,"标题：失业困局！用1年时间做3件事，让人生脱胎换骨
正文：这两年经济下滑很多行业受牵连！几个要好同事短短几个月接连失业！尽管公司给大额补助，可毕竟要面临收入空窗期！有同事综合实力好，能快速转型到直播等领域，而大部分人还原地停留 关于职业，分享我的几点思考✊ —— 1、给我们几条人生警示❗ ❶、关于变化 职场真的没有铁饭碗！当年赚再多，市场变了、政策调整，有多高就会跌多狠 ❷、关于身份定位 必须要转换思维了！！你不是为公司打工，而是为自己打工！！你一切的选择都应是为自我事业铺路 ❸、关于能力 把自己打造成通用人才！！就算你从事领域动荡，你身上具备的通用能力也能支撑你快速转型 ❹、关于资源 积累人"
human_5d658018b7c12dd1,test,0,1,0.9907556,863,心理,,,"标题：realme GT Neo3上手评测，全能游戏旗舰手机
正文：realme正式带来旗下首款超百瓦充电的产品——真我GT Neo3。为了进一步满足不同用户的需求，4500mAh+150W快充版本，搭载天玑8100移动平台+独显芯片，性能十分强劲。 外观方面采用了经典的赛道纹，为手机带来更浓郁的电竞氛围。我入手的勒芒赛道配色，选用高饱和度的蓝紫色后盖，配合白色的赛道纹，一眼就让手机成为视觉中心。手机后盖采用拥有细腻、温润手感的AG玻璃工艺，并带来不易沾染指纹的特性。为了让双条纹和AG玻璃完美融合，realme选择柯式印刷5重微米级油墨转移工艺，让白色和蓝色形成独特的撞色。 屏幕采用一块6.7"
human_1cb66d71a248ac74,test,0,1,0.736557,392,旅行,,,"标题：看遍最美中国！25部中国地理纪录片分享
正文：25部《中国地理纪录片》合集（共350集）足不出户遍历祖国大好河山，还能让孩子学习地理知识，学以致用。为孩子收藏起来[派对R][派对R] 01 《航拍中国》 02 《美丽中国》 03 《地理 · 中国》 04 《中国古镇》 05 《河西走廊》 06《第三极》 07 《敦煌》 08《大秦岭》 09 《江南》 10《乌镇》 11 《望长安》 12 《汉水汉中》 13 《天地洛阳》 14 《河之南》 15 《南京城》 16 《金城兰州》 17 《北京中轴线》 18 《大美青海》 19 《大黄山》 20 《庐山：人文圣山》 21 《麦积山石窟》 22"
human_169ad29a8024f293,test,0,1,0.9990085,485,学习,,,"标题：爱丽丝的梦境，你要来吗✨
正文：点击图片左下角【抽奖按钮】 7月20日，抽3位锦鲤本鲤 送【课程免费学习名额+原创插画明信片】 -------------------------------- 即使长大，也要相信童话和魔法 【✨Alice in wonderland】 · 梦境从坠入神秘的兔子洞的那一刻展开，爱丽丝开始了奇幻的冒险旅程…… 我喜欢故事里那些荒诞的魔法道具，喜欢梦境中那些无厘头的朋友们，更喜欢那个成长蜕变后，依旧保持着好奇和对世界的探索的小女孩。 · 这期课程真的准备了好久，从去年就开始画草图，将脑海中的想法一点点勾勒出来，推翻又推翻，重新描绘和搭建…… 感谢各位小伙伴的信"
human_ec2bf0a88ceb1e67,test,0,1,0.57727015,601,情感,,,"标题：【影帝的追妻火葬场】他把她纹在了锁骨上
正文：《四时玫瑰》
作者：乔迹
【文案】
官婳被隔辈的老人养大，从小蜜罐里泡着，颦笑撩人，在世家圈子里受尽宠爱。
可就是在顾铮那里讨不到好。
官家出事，官婳急火攻心住了院，给顾铮打电话，他不接。
那回，她只等到刷屏全网的热搜，他和陌生的女子亲密接耳，气氛暧昧。
决定出国读书那天，官婳把没送出去的礼物、记录他点滴的手账本全丢进垃圾桶。
*
有人问总在顾铮身边打转的小姑娘怎么好久不见了，他勾起薄冷的唇，轻轻一笑。
“玩两天就该回来了。”
后来才知人已远赴纽约。
霎时心里空落落。
*
再次相遇，官婳成了顶级新人奖加身的导演。
网上流传她与顾铮牵手的照片，"
human_b1d79257a21b1d39,test,0,1,0.9383458,846,旅行,,,"标题：隐居山海的艺术殿堂：三亚太阳湾柏悦酒店
正文：这家酒店已经有诸多荣誉加身，不过那些与我无关。 1⃣️如果让我选出三亚最好的酒店，我的选择是它；2⃣️如果问我国内柏悦的旗舰店是哪家，我的答案也会是它，这就够了不是么? 今天就来看下这家独占一湾，私密度最高，三亚海边✨闪耀的星辰：太阳湾柏悦酒店。 城市：海南，三亚 地址：吉阳区，亚龙湾国家旅游度假区太阳湾路5号 风格：度假 服务：优秀 三亚柏悦是最适合情侣去度假的酒店，因为它不但够私密，也足够清静。相比之下，艾迪逊可随意进出，一堆网红打卡，以前进门查岗的文华东方现在也不管了，一到下午傍晚，岸边3米一个网红，还有很多直接是来拍淘宝卖家秀的。 唯"
human_618d7c5d98aaef00,test,0,1,0.96846145,827,职场,,,"标题：26岁女生互联网大厂的工作感受和未来规划
正文：交代一下背景：台湾本科毕业，电影制作方向。做过某地方台十八线新闻女主持，也搞过商业广告片。最后辗转到杭州进入baba厂，我可能做梦都没想到自己会做客户经理。因为我一直倡导吸引力法则，不太喜欢强买强卖。[扯脸H] 正题[doge] 在阿里的成长速度是飞快的。 [哇R]商业思维：其实我并不是一个销售力很强的人，但在每次和商家攀谈后，我一定总结出这家公司商业的变现模式，以及目前的短板，这种商业思维是我在电影行业里接触不到的。 [吧唧R]如何和TL有效沟通:不得不说在日本和台湾，就是老板布置好工作你去做就好，你只是一个执行者，但在阿里我学会的是和老"
human_8c9f98499cf2a992,test,0,1,0.9931583,265,情感,,,"标题：平安夜的疯狂(2)
正文：虽然闹心的分手告一段落， 但内心那种压抑却依然存在， 亟需一个宣泄出口。 Tiffany, 这边本地出生长大， 身材娇小， 五官标致， 性格闷骚， Party 控， 大学时带着我见识过不少大场面。 平安夜虽已跟Jason有约， 但可以想象， 这场约会的主旋律将会是客套和尬聊。 于是决定在跟Jason吃完饭后， 转场跟Tiffany 去参加Party, 关键是可以认识新的型男帅哥， 满足自己那份好奇心和新鲜感， 促进多巴胺的分泌， 已经开始有一丝丝的兴奋…… #情感 #寻找小红书懂我的评论 情感"
human_1034a346f5810c7c,test,0,1,0.9985216,579,旅行,,,"标题：秘鲁旅行 Day06 Cusco探索☀️⛰️
正文：回顾2016年的旅行✈️ 秘鲁 . 库斯科(Cusco)附近还有几处印加遗址: Tambo De Machay（印加皇室的澡堂），Pucu Pucara（守护通往圣谷的前哨站），Quenko（印加神庙），Saqsywuaman（印加帝国首都），但都在西班牙侵入时遭到严重破坏。 我今天的安排是从库斯科市中心一直走到山顶的Cristo Blanco俯瞰这座高原城市。 由于前两天都在爬马丘比丘，体力下降了不少，再加上高海拔，等我抵达山顶时已经累到不行，只能坐在那里边休息边欣赏美景☀️ 接着走去了旁边的Saqsywuama（英文读成Sexy W"
human_c59416ade7c54122,test,0,1,0.9967361,352,健康,,,"标题：海尔胎心仪是孕期宝贝的呵护神！
正文：自从怀孕之后，我感觉和打怪升级一样，解锁了很多新技能，孕期要了解的事情真的太多了。 少不了的就是无数次的产检了，刚开始那会儿测胎心，每次都得去医院，排长长的队别提有多麻烦了，而且在家的时候不能随时观察宝宝的胎心。 这不前几天我家宝贝就有点脐带绕颈，可把我担心坏了，医生建议我买个胎心仪在家里用，于是我特意去网上做了不少的功课，海尔胎心仪成为了我的首选，无论是颜值还是使用感受，我都觉得非常nice。 上手之后，每次测胎心真叫一个又快又方便，因为海尔胎心仪它里面有胎心引导技术，并且还有2.5兆赫兹的医用超声高敏探头，智能又精准呀。 在孕期的妹子们赶快安排起"
human_1a931b87ee6e5f40,test,0,1,0.98592794,393,职场,,,"标题：11个 Chrome宝藏插件｜上班族必备 ✅
正文：11个提高工作效率的 Chrome浏览器插件：
00:00 Link to Text Fragment
01:02 Set Extension Shortcuts
01:40 Nimbus Screenshot and Screen Recorder
03:02 uBlock Origin
04:22 ColorZilla
05:06 Picture-in-Picture
05:26 Papier
06:20 FlashTabs
07:15 Button for Google Calendar
07:35 Clean Master
08"
human_1e4ad769b6ac7257,test,0,1,0.9075827,282,学习,,,"标题：宝藏高效学习小tips
正文：最近才打开🍎自带的这个听觉，真的挖掘了宝藏！！🌟
我特别喜欢雨声，海洋也还不错，其他的这几个我都觉得会有点嘈杂～[偷笑R]
然后网易云的这个学习歌单！！！真的是宝藏☀️，都是轻音乐，每一首都很舒缓，能很快静下心来背得进去东西。
最重要的是这个背景音会根据你听的音乐的音量舒缓程度自动调节！！反正很适合背单词～
🎧：AirPods2 和华为的有线降噪耳机 （不用降噪也没关系背景音乐会让你感觉很安静）
马上双十一准备入手头戴降噪啦 到时候效果肯定会更好的[偷笑R]期待期待[哇R][哇R]#医学生的日常 #学习歌单 #宝藏学习方法"
